Listing_ID,Location,Locality,BHK,Size,Price,Bathroom,Balcony,Furnishing,Transaction,Seller_Type,Listing_Date
MB100383,Chennai,Chromepet,3,1266.0,6358854.0,4.0,1.0,Semi-Furnished,New,Broker,2024-02-01
MB100806,Hyderabad,Kukatpally,1,598.0,6264142.0,1.0,1.0,Semi-Furnished,Resale,Broker,2023-11-09
MB100598,Kolkata,Howrah,2,1174.0,7752797.0,2.0,1.0,Furnished,New,Builder,2024-05-01
MB101462,Ahmedabad,Bopal,4,2215.0,16162399.0,3.0,1.0,Furnshd,Resale,Builder,2023-08-18
MB100878,Kolkata,Salt Lake,1,462.0,2920423.0,1.0,2.0,Unfurnished,New,Owner,2023-01-06
MB100519,Chennai,Anna Nagar,2,750.0,5592795.0,2.0,1.0,Unfurnished,Resale,Owner,2023-12-10
MB100253,Lucknow,Hazratganj,2,796.0,4272077.0,3.0,2.0,Furnished,Resale,Builder,2025-04-28
MB100596,Lucknow,Jankipuram,3,2035 sqft,10799463.0,3.0,1.0,Furnished,Resale,Builder,17/03/2023
MB100002,Mumbai,Andheri,2,396 sqft,8674929.0,2.0,1.0,Semi-Furnished,Resale,Owner,2023-09-04
MB100951,Ahmedabad,Bopal,3,1405.0,9413176.0,4.0,1.0,Furnished,Resale,Broker,2024-06-07
MB100436,Jaipur,C-Scheme,2,956.0,6045612.0,2.0,2.0,Unfurnished,New,Builder,10/04/2025
MB100759,Hyderabad,Kukatpally,5,2646 sqft,18504644.0,3.0,4.0,Semi-Furnished,New,Broker,30/01/2025
MB100495,Ahmedabad,Gota,4,2096 sqft,9226872.0,2.0,2.0,Semi-Furnished,Resale,Builder,2024-06-26
MB101320,Hyderabad,Gachibowli,3,1625.0,12469291.0,2.0,2.0,Semi Furnished,Resale,Broker,2023-09-11
MB100616,Mumbai,Bandra,2,1260.0,33306551.0,2.0,2.0,Furnished,Resale,Builder,2024-04-23
MB100365,Kolkata,Salt Lake,2,1173.0,9213896.0,,,,New,Broker,02/08/2024
MB100116,Bangalore,Whitefield,3,1583 sqft,17689261.0,3.0,3.0,Semi-Furnished,New,Broker,2023-10-03
MB100961,Ahmedabad,Gota,3,1190.0,7215539.0,4.0,2.0,Semi-Furnished,New,Owner,2025-02-01
MB101305,Lucknow,Aliganj,3,1576.0,9654049.0,3.0,1.0,Semi-Furnished,New,Builder,2024-06-15
MB101402,Kolkata,Behala,3,1860.0,10373875.0,,,Semi-Furnished,New,Builder,2024-10-13
MB101186,Kolkata,New Town,3,1574.0,9298952.0,3.0,1.0,Unfurnished,New,Builder,2025-06-11
MB100993,Lucknow,Jankipuram,2,993.0,4270431.0,2.0,3.0,Furnished,New,Builder,2024-03-08
MB100356,Pune,Wakad,2,950.0,8014336.0,1.0,3.0,Unfurnished,Resale,Owner,2024-08-23
MB100541,Bangalore,Indiranagar,1,903.0,10034628.0,1.0,1.0,Semi Furnished,New,Builder,2024-11-24
MB100720,Bangalore,Whitefield,2,993 sqft,12911857.0,1.0,3.0,Semi-Furnished,Resale,Broker,2023-05-19
MB100342,Delhi NCR,Saket,2,637.0,5053072.0,2.0,1.0,Furnished,Resale,Broker,2023-08-28
MB101485,Mumbai,Powai,2,1022 sqft,18933290.0,2.0,1.0,Unfurnished,New,Broker,2025-07-15
MB100319,Delhi NCR,Saket,4,1560.0,16112347.0,4.0,1.0,Semi-Furnished,New,Builder,2024-05-02
MB100153,Ahmedabad,SG Highway,2,751.0,5143045.0,2.0,2.0,Unfurnished,New,Owner,12/03/2025
MB100766,Chennai,Velachery,2,392 sqft,3750164.0,2.0,4.0,Furnished,New,Owner,2023-06-06
MB100316,Lucknow,Indira Nagar,3,1399.0,7119515.0,,,,New,Builder,2023-12-02
MB100307,Delhi NCR,Ghaziabad,4,1494.0,23043537.0,3.0,0.0,Furnished,Resale,Owner,2025-06-25
MB100128,Hyderabad,Gachibowli,2,852.0,6493418.0,3.0,1.0,Semi-Furnished,Resale,Broker,2023-05-03
MB101294,Kolkata,Rajarhat,3,784.0,19468285.0,3.0,4.0,Furnished,Resale,Owner,2024-01-27
MB100618,Mumbai,Powai,5,2925.0,74686645.0,3.0,3.0,Unfurnished,Resale,Broker,2023-08-21
MB100292,Ahmedabad,Bopal,2,1084.0,5446602.0,1.0,1.0,Furnished,New,Broker,2025-03-17
MB100512,Kolkata,Howrah,3,1515 sqft,10098147.0,3.0,0.0,Furnished,Resale,Owner,2024-09-27
MB100040,Jaipur,Vaishali Nagar,3,1061.0,5299201.0,3.0,2.0,Unfurnished,Resale,Builder,2025-06-03
MB101167,Kolkata,Behala,3,906.0,6394312.0,4.0,3.0,Furnished,Resale,Owner,2024-08-24
MB100822,Hyderabad,Kukatpally,2,924.0,8862286.0,2.0,4.0,Semi-Furnished,Resale,Broker,
MB100714,Chennai,Anna Nagar,4,1550 sqft,13031533.0,3.0,1.0,Semi-Furnished,Resale,Broker,02/09/2023
MB100177,Pune,Wakad,3,1278.0,13113621.0,2.0,2.0,Unfurnished,Resale,Owner,2023-11-28
MB100123,Jaipur,Mansarovar,2,1150.0,7293985.0,,,Semi-Furnished,New,Builder,2025-04-19
MB100124,Jaipur,Mansarovar,2,465.0,2507826.0,,,Furnished,Resale,Owner,2024-05-24
MB101284,Delhi NCR,Rohini,5,,17666034.0,,,,Resale,,2023-08-19
MB100295,Mumbai,Powai,1,748.0,13868688.0,1.0,3.0,Furnished,Resale,Broker,2024-03-14
MB101176,Kolkata,Salt Lake,5,2221.0,17523330.0,3.0,1.0,Furnished,New,Owner,2023-02-28
MB100673,Delhi NCR,Rohini,3,1275.0,14221402.0,3.0,0.0,Semi-Furnished,Resale,Broker,2025-07-05
MB100443,Mumbai,Powai,3,1629.0,39116805.0,4.0,2.0,Furnished,Resale,Broker,2024-06-09
MB100478,Hyderabad,Madhapur,2,417.0,3108351.0,2.0,2.0,Unfurnished,New,Builder,17/09/2024
MB101383,Chennai,OMR,1,812.0,7430432.0,1.0,2.0,Furnished,New,Broker,2023-04-10
MB100456,Hyderabad,Kukatpally,3,1516.0,11655894.0,3.0,1.0,Unfurnished,New,Broker,2024-06-13
MB100597,Ahmedabad,Bopal,2,923.0,5679422.0,2.0,1.0,Furnshd,New,Broker,2025-04-30
MB100638,Mumbai,Andheri,3,1279.0,24943887.0,3.0,1.0,Furnished,Resale,Builder,2023-05-20
MB100668,Lucknow,Jankipuram,1,493.0,2328997.0,1.0,1.0,Semi-Furnished,New,Builder,2023-02-23
MB100329,Jaipur,Ajmer Road,3,1294 sqft,5903072.0,2.0,4.0,Furnished,Resale,Broker,13/03/2025
MB101381,Mumbai,Goregaon,3,1330.0,33096965.0,3.0,2.0,Furnished,Resale,Builder,2025-02-07
MB100623,Delhi NCR,Dwarka,4,868.0,8894537.0,3.0,1.0,Semi-Furnished,New,Owner,2024-11-28
MB101057,Bangalore,HSR Layout,3,1314.0,15564176.0,4.0,0.0,Furnished,New,Owner,2024-10-08
MB100401,Chennai,Anna Nagar,4,1671.0,13076928.0,3.0,3.0,Furnished,Resale,Builder,2025-04-18
MB100419,Pune,Kharadi,2,827.0,6450379.0,3.0,1.0,Furnished,Resale,Owner,2023-12-06
MB100195,Pune,Hinjewadi,4,1891.0,20573530.0,3.0,2.0,Furnished,New,Owner,2023-10-16
MB101181,Mumbai,Thane,2,850.0,20265340.0,2.0,2.0,Furnished,New,Builder,2025-03-20
MB100874,Ahmedabad,Naranpura,3,1240 sqft,7886279.0,,,Unfurnished,Resale,Owner,2024-08-06
MB101395,Hyderabad,Begumpet,2,841.0,6855700.0,,,Furnished,Resale,Owner,2023-10-27
MB100836,Pune,Viman Nagar,3,1173.0,9441653.0,3.0,1.0,Semi-Furnished,Resale,Owner,2024-08-10
MB100257,Jaipur,Mansarovar,4,2237.0,13358222.0,4.0,2.0,Unfurnished,Resale,Builder,17/08/2025
MB100581,Delhi NCR,Ghaziabad,3,969.0,11349045.0,4.0,2.0,Furnished,Resale,Broker,2023-03-06
MB100482,Bangalore,Electronic City,1,535.0,4939296.0,2.0,3.0,Semi-Furnished,New,Broker,2025-05-22
MB100528,Pune,Kharadi,3,845.0,8805397.0,3.0,0.0,Unfurnished,New,Builder,25/09/2023
MB100625,Pune,Wakad,4,1614 sqft,16050510.0,3.0,2.0,Unfurnished,Resale,Broker,2023-03-03
MB100453,Mumbai,Thane,4,1995.0,46865697.0,2.0,2.0,Semi-Furnished,Resale,Builder,2025-05-09
MB100262,Jaipur,Mansarovar,3,1525 sqft,8977400.0,3.0,3.0,Furnished,Resale,Builder,2023-02-19
MB101464,Jaipur,Ajmer Road,3,1040.0,4307658.0,4.0,3.0,Unfurnished,Resale,Broker,2024-12-02
MB100800,Lucknow,Indira Nagar,2,824.0,4433488.0,2.0,2.0,Semi-Furnished,Resale,Broker,16/06/2025
MB101447,Hyderabad,Gachibowli,2,1366.0,8074179.0,1.0,2.0,Unfurnished,Resale,Broker,2023-05-03
MB101352,Hyderabad,Madhapur,3,1160.0,9976942.0,3.0,0.0,Semi-Furnished,Resale,Broker,2025-03-23
MB100669,Pune,Baner,3,1750.0,19798060.0,3.0,3.0,Semi-Furnished,New,Broker,2023-07-06
MB100080,Chennai,Anna Nagar,1,796.0,7404403.0,1.0,2.0,Furnished,Resale,Builder,2023-12-01
MB100703,Jaipur,Jagatpura,2,675.0,11819741.0,1.0,1.0,Semi-Furnished,Resale,Builder,2023-04-01
MB100015,Ahmedabad,Gota,4,1801.0,8704023.0,,,Furnished,New,Builder,2024-08-09
MB101283,Delhi NCR,Noida,4,2217.0,33873849.0,3.0,1.0,Furnished,New,Broker,2025-02-06
MB100827,Chennai,Anna Nagar,2,685.0,25254640.0,2.0,2.0,Furnished,New,Builder,26/04/2025
MB100813,Lucknow,Vrindavan Yojana,2,703.0,4168099.0,2.0,2.0,Semi-Furnished,New,Broker,2025-03-02
MB100921,Lucknow,Aliganj,2,475.0,2061668.0,2.0,0.0,Unfurnished,Resale,Owner,16/02/2023
MB100065,Chennai,Velachery,3,1542.0,10573810.0,,,Furnished,Resale,Builder,2023-01-29
MB101070,Ahmedabad,SG Highway,1,748.0,5499181.0,1.0,2.0,Semi-Furn.,Resale,Owner,2024-05-31
MB101099,Kolkata,Behala,3,1308 sqft,9672200.0,2.0,4.0,Semi-Furnished,New,Broker,2023-01-26
MB100686,Hyderabad,Banjara Hills,4,1262.0,33414845.0,3.0,0.0,Semi-Furnished,Resale,Owner,2024-02-01
MB101233,Delhi NCR,Dwarka,3,1307.0,19554349.0,,,Furnished,Resale,Owner,2025-07-08
MB100058,Jaipur,Malviya Nagar,3,1292.0,8928686.0,3.0,2.0,Unfurnished,Resale,Broker,2024-07-11
MB101190,Lucknow,Jankipuram,2,,,,,,,,29/07/2023
MB100088,Bangalore,Indiranagar,3,889.0,14894536.0,3.0,1.0,Furnshd,Resale,Owner,2023-01-16
MB100053,Bangalore,HSR Layout,3,1383.0,13828087.0,4.0,0.0,Semi-Furnished,New,Builder,26/04/2025
MB100025,Kolkata,New Town,3,1281.0,9111337.0,3.0,2.0,Furnished,New,Owner,2023-06-04
MB100689,Delhi NCR,Gurgaon,3,1426.0,18381937.0,2.0,1.0,Unfurnished,New,Builder,2023-02-20
MB100254,Ahmedabad,Bopal,4,1934.0,17605131.0,4.0,2.0,Furnished,New,Owner,2024-12-25
MB100485,Mumbai,Thane,3,1202 sqft,31462901.0,3.0,3.0,Semi-Furnished,Resale,Broker,2023-11-04
MB100649,Lucknow,Aliganj,1,570.0,3533796.0,1.0,0.0,Unfurnished,Resale,Owner,2025-03-05
MB100385,Mumbai,Powai,2,1009.0,27089106.0,2.0,3.0,Semi-Furnished,Resale,Broker,2023-06-11
MB100017,Lucknow,Indira Nagar,3,824.0,3524791.0,3.0,3.0,Furnished,New,Broker,2024-04-30
MB100719,Lucknow,Indira Nagar,2,1250 sqft,5000799.0,1.0,2.0,Semi-Furnished,Resale,Broker,29/04/2024
MB100643,Kolkata,Behala,3,2066 sqft,14874266.0,4.0,2.0,Semi-Furnished,New,Owner,2025-08-05
MB101078,Kolkata,Garia,2,1445.0,12199731.0,2.0,1.0,Unfurnished,Resale,Owner,2024-07-21
MB100789,Jaipur,Malviya Nagar,2,1124.0,8020405.0,2.0,1.0,Semi-Furnished,New,Broker,10/11/2024
MB100938,Pune,Viman Nagar,3,1636.0,14183715.0,2.0,4.0,Furnished,Resale,Owner,2023-04-14
MB101458,Bangalore,HSR Layout,3,1542.0,20235949.0,4.0,1.0,Unfurnished,New,Builder,2023-04-09
MB101339,Pune,Kharadi,2,627.0,4447036.0,2.0,1.0,Semi-Furnished,New,Owner,2024-08-30
MB100651,Hyderabad,Banjara Hills,2,986.0,9433585.0,3.0,1.0,Unfurnished,Resale,Owner,2023-09-16
MB100978,Hyderabad,Kondapur,3,1892.0,15966852.0,3.0,2.0,Unfurnished,Resale,Broker,2023-06-29
MB100096,Bangalore,Koramangala,1,760.0,9852176.0,1.0,2.0,Semi-Furnished,Resale,Owner,2023-09-27
MB100536,Chennai,OMR,3,725.0,5631363.0,3.0,1.0,Furnished,Resale,Owner,2023-08-20
MB101053,Jaipur,Vaishali Nagar,2,1170.0,6786000.0,1.0,2.0,Unfurnished,New,Builder,2024-01-23
MB100351,Hyderabad,Gachibowli,4,2124 sqft,12057346.0,4.0,2.0,Unfurnished,Resale,Broker,2024-04-30
MB101143,Lucknow,Gomti Nagar,3,1031 sqft,4842233.0,3.0,0.0,Semi-Furnished,New,Owner,2024-07-20
MB100350,Bangalore,Whitefield,4,1673.0,17444417.0,,,Furnished,Resale,Builder,2023-05-10
MB101020,Pune,Kharadi,3,895.0,7698584.0,3.0,1.0,Furnshd,New,Broker,2025-08-23
MB101413,Hyderabad,Banjara Hills,3,1490.0,13210618.0,3.0,2.0,Semi-Furnished,New,Owner,2025-08-19
MB100137,Bangalore,Electronic City,2,987.0,10019436.0,2.0,1.0,Semi-Furnished,Resale,Broker,2023-11-01
MB100249,Kolkata,Garia,3,1208.0,9267547.0,3.0,1.0,Unfurnished,Resale,Owner,2023-05-16
MB100975,Pune,Baner,5,1787 sqft,20004367.0,3.0,1.0,Furnished,Resale,Owner,06/02/2023
MB101335,Delhi NCR,Saket,2,1316 sqft,12036125.0,2.0,3.0,Furnished,New,Builder,2024-07-18
MB100099,Kolkata,Salt Lake,3,1004.0,5596480.0,3.0,0.0,Semi-Furnished,Resale,Builder,02/11/2024
MB101342,Mumbai,Powai,3,1222 sqft,29525067.0,3.0,1.0,Unfurnished,New,Owner,2025-02-21
MB100294,Kolkata,Garia,3,1198.0,6719346.0,2.0,3.0,Unfurnished,New,Broker,2025-06-28
MB100498,Chennai,Adyar,4,2155 sqft,20183604.0,4.0,3.0,Semi-Furnished,Resale,Builder,10/06/2023
MB100223,Lucknow,Hazratganj,3,1304.0,7180009.0,3.0,2.0,Furnished,Resale,Builder,2023-06-10
MB100154,Bangalore,Koramangala,2,980 sqft,9583429.0,2.0,2.0,Unfurnished,New,Builder,2025-01-02
MB101431,Hyderabad,Banjara Hills,3,1305 sqft,10775056.0,3.0,1.0,Semi Furnished,Resale,Owner,2025-06-05
MB100610,Chennai,Adyar,4,,19289616.0,,,,Resale,,2024-08-25
MB101089,Mumbai,Andheri,3,1027.0,24648380.0,2.0,1.0,Furnished,New,Owner,2025-01-24
MB101275,Pune,Kharadi,4,2076.0,16025446.0,4.0,1.0,Furnished,New,Builder,2024-03-21
MB101207,Hyderabad,Kondapur,3,988.0,8809355.0,3.0,0.0,Semi-Furn.,Resale,Owner,22/05/2025
MB100943,Jaipur,Vaishali Nagar,3,1407.0,6046597.0,2.0,1.0,Unfurnished,Resale,Builder,2025-01-28
MB101424,Pune,Wakad,3,1210.0,9471737.0,,,Furnished,Resale,Owner,2023-06-13
MB101052,Hyderabad,Kondapur,2,1190.0,8721365.0,2.0,2.0,Semi-Furnished,New,Broker,2024-07-13
MB101479,Delhi NCR,Noida,3,888.0,12012696.0,4.0,0.0,Furnished,Resale,Builder,2024-01-08
MB100525,Bangalore,HSR Layout,5,2452.0,30580569.0,3.0,3.0,Semi-Furnished,Resale,Owner,2023-06-13
MB100167,Chennai,Velachery,3,1628.0,13813238.0,3.0,2.0,Unfurnished,Resale,Builder,11/07/2023
MB100529,Lucknow,Indira Nagar,3,1084.0,5469407.0,3.0,1.0,Unfurnished,Resale,Builder,2023-09-10
MB100783,Delhi NCR,Noida,3,1411 sqft,17197649.0,3.0,1.0,Furnshd,Resale,Broker,2023-04-05
MB100548,Delhi NCR,Rohini,2,797.0,12067270.0,2.0,0.0,Unfurnished,Resale,Builder,22/09/2024
MB100023,Kolkata,Howrah,3,1296.0,11483988.0,,,Semi-Furnished,New,Broker,2025-06-03
MB100603,Hyderabad,Begumpet,4,1154.0,10483575.0,3.0,1.0,Unfurnished,New,Broker,2023-05-06
MB100199,Ahmedabad,Bopal,2,977.0,7161175.0,2.0,1.0,Semi-Furnished,Resale,Owner,2025-06-16
MB100953,Ahmedabad,Bopal,2,717 sqft,3892573.0,3.0,1.0,Semi-Furnished,Resale,Broker,2023-08-20
MB100245,Lucknow,Hazratganj,5,1742.0,6400000.0,3.0,2.0,Semi-Furnished,Resale,Owner,2024-03-28
MB101033,Jaipur,Ajmer Road,1,438.0,2543426.0,1.0,4.0,Semi-Furnished,Resale,Broker,2025-05-09
MB100894,Delhi NCR,Gurgaon,2,1052 sqft,14300132.0,2.0,1.0,Furnished,New,Builder,2024-01-30
MB101380,Delhi NCR,Noida,2,676.0,6522665.0,2.0,1.0,Semi-Furnished,New,Broker,2024-07-08
MB100143,Delhi NCR,Dwarka,4,1581.0,20780284.0,3.0,3.0,Furnished,Resale,Broker,2025-04-08
MB101296,Bangalore,Whitefield,2,1305.0,20839478.0,,,,New,Broker,2023-02-14
MB100377,Chennai,Adyar,4,1056.0,10017413.0,3.0,3.0,Unfurnished,New,Broker,2024-09-15
MB100390,Ahmedabad,Maninagar,1,405.0,2690679.0,1.0,1.0,Furnished,Resale,Builder,08/02/2025
MB100976,Jaipur,Malviya Nagar,3,1312.0,7328893.0,3.0,0.0,Semi-Furnished,Resale,Builder,21/03/2023
MB100726,Hyderabad,Kukatpally,3,1330.0,9560873.0,3.0,3.0,Furnished,Resale,Builder,2023-05-24
MB101132,Pune,Baner,5,1921.0,10462252.0,2.0,2.0,Semi-Furnished,Resale,Builder,2023-07-20
MB100954,Hyderabad,Gachibowli,3,882.0,7408451.0,2.0,3.0,Semi-Furnished,New,Broker,2024-02-27
MB101290,Ahmedabad,Naranpura,3,1035.0,6714914.0,3.0,1.0,Furnished,New,Owner,2024-12-02
MB100225,Pune,Kothrud,1,710.0,6553052.0,1.0,1.0,Unfurnished,New,Builder,2025-05-08
MB100666,Chennai,OMR,4,1735.0,13155908.0,3.0,2.0,Semi-Furnished,Resale,Owner,2023-12-06
MB101375,Jaipur,Jagatpura,4,1931.0,11437678.0,3.0,2.0,Semi-Furnished,New,Owner,2023-09-11
MB100271,Kolkata,Rajarhat,1,607.0,3683109.0,,,Unfurnished,Resale,Broker,09/05/2025
MB100628,Mumbai,Thane,1,585.0,13901366.0,1.0,1.0,Semi-Furnished,Resale,Broker,2024-02-10
MB101334,Bangalore,HSR Layout,4,1696.0,12614119.0,3.0,0.0,Unfurnished,New,Broker,2023-12-11
MB101478,Jaipur,C-Scheme,3,1132.0,5369313.0,3.0,1.0,Furnished,Resale,Broker,2023-09-30
MB100885,Kolkata,Salt Lake,3,1304.0,10105271.0,3.0,1.0,Furnished,New,Builder,2024-10-25
MB100442,Pune,Wakad,3,1571 sqft,17153321.0,3.0,2.0,Unfurnished,Resale,Builder,2025-02-08
MB100738,Lucknow,Jankipuram,2,903 sqft,3556583.0,2.0,1.0,Semi-Furnished,Resale,Builder,2024-03-31
MB100742,Chennai,OMR,1,684.0,5531806.0,1.0,4.0,Unfurnished,New,Owner,2025-03-07
MB100248,Mumbai,Bandra,2,1062.0,24272189.0,2.0,0.0,Furnished,Resale,Builder,2024-10-02
MB100825,Jaipur,Ajmer Road,2,836.0,4771020.0,2.0,4.0,Semi-Furnished,New,Broker,2024-02-06
MB101261,Hyderabad,Banjara Hills,4,2440.0,20415700.0,3.0,2.0,Semi-Furnished,New,Builder,2025-02-10
MB100667,Mumbai,Borivali,3,1299.0,36433678.0,3.0,1.0,Furnished,New,Broker,2024-11-30
MB100305,Delhi NCR,Noida,3,1075.0,9182521.0,2.0,0.0,Semi-Furnished,New,Owner,2025-03-24
MB101364,Delhi NCR,Rohini,2,1229.0,12599915.0,2.0,1.0,Unfurnished,New,Broker,2025-01-19
MB100851,Jaipur,Jagatpura,2,1099.0,6986793.0,1.0,2.0,Semi-Furnished,New,Builder,2025-06-07
MB100376,Mumbai,Thane,4,1710.0,30274338.0,3.0,0.0,Unfurnished,New,Broker,2023-11-15
MB100301,Pune,Viman Nagar,4,1145.0,10563045.0,2.0,2.0,Furnished,Resale,Broker,2025-02-11
MB101421,Bangalore,HSR Layout,5,1129.0,10356007.0,4.0,1.0,Semi-Furnished,Resale,Owner,08/05/2023
MB100213,Pune,Kharadi,4,855.0,7187721.0,3.0,2.0,Unfurnished,Resale,Owner,2025-08-22
MB100578,Pune,Hinjewadi,3,909.0,8470120.0,3.0,1.0,Furnished,Resale,Builder,2024-02-16
MB100801,Jaipur,Jagatpura,2,1008.0,6165082.0,2.0,2.0,Furnished,New,Broker,2024-06-23
MB100362,Ahmedabad,Maninagar,3,1178.0,7581702.0,3.0,1.0,Furnished,New,Builder,2023-07-05
MB101211,Kolkata,New Town,4,1416 sqft,10398228.0,3.0,2.0,Semi-Furnished,New,Builder,2024-01-16
MB101205,Hyderabad,Kukatpally,3,698 sqft,6385998.0,2.0,1.0,Semi-Furnished,Resale,Broker,2023-06-09
MB100101,Delhi NCR,Noida,4,2062.0,26500515.0,3.0,3.0,Semi-Furnished,New,Broker,2023-01-24
MB100020,Mumbai,Borivali,4,2130.0,46647143.0,3.0,1.0,Semi-Furnished,New,Builder,30/04/2023
MB100022,Pune,Kharadi,1,602 sqft,4537384.0,1.0,4.0,Unfurn.,New,Owner,2024-04-04
MB101013,Chennai,OMR,4,2002 sqft,17522743.0,3.0,0.0,Furnished,New,Owner,2024-04-22
MB100701,Hyderabad,Kukatpally,5,3579.0,32630666.0,4.0,1.0,Unfurn.,New,Builder,2023-09-15
MB100898,Chennai,Anna Nagar,1,620.0,5438970.0,2.0,1.0,Semi-Furnished,New,Broker,2025-03-17
MB100236,Ahmedabad,Thaltej,3,838.0,3973664.0,3.0,2.0,Furnished,New,Owner,2025-05-03
MB100857,Pune,Wakad,2,350.0,3764310.0,1.0,3.0,Furnished,Resale,Builder,2025-03-16
MB100831,Delhi NCR,Rohini,3,920.0,10995461.0,3.0,1.0,Semi-Furnished,Resale,Broker,2024-02-06
MB100803,Lucknow,Vrindavan Yojana,2,877.0,4551459.0,2.0,1.0,Semi-Furnished,Resale,Builder,2023-04-14
MB100171,Ahmedabad,Maninagar,3,577.0,3498203.0,3.0,2.0,Semi-Furnished,New,Owner,2025-08-11
MB101468,Pune,Wakad,3,920.0,5715390.0,3.0,2.0,Unfurnished,Resale,Owner,2025-01-14
MB101263,Kolkata,New Town,3,1322.0,9658502.0,2.0,3.0,Unfurnished,New,Broker,29/07/2025
MB100504,Ahmedabad,Naranpura,1,704.0,8788420.0,1.0,2.0,Unfurnished,Resale,Builder,06/07/2025
MB100736,Delhi NCR,Rohini,2,948.0,12651707.0,,,,Resale,Owner,2023-10-08
MB100565,Delhi NCR,Gurgaon,2,492.0,5765485.0,2.0,0.0,Furnished,Resale,Broker,2023-03-27
MB101194,Lucknow,Hazratganj,3,1121.0,6453196.0,3.0,1.0,Furnished,Resale,Broker,02/05/2023
MB101453,Pune,Hinjewadi,2,980.0,7035434.0,2.0,2.0,Furnished,New,Builder,2024-06-20
MB100724,Delhi NCR,Saket,3,1316.0,8932330.0,2.0,2.0,Furnished,New,Broker,2023-04-01
MB100968,Bangalore,Yelahanka,3,780.0,9717514.0,3.0,1.0,Semi-Furnished,New,Broker,2024-01-11
MB101197,Mumbai,Powai,3,1514.0,24903635.0,3.0,2.0,Semi-Furnished,Resale,Builder,2024-11-29
MB100317,Mumbai,Borivali,4,1453 sqft,23233562.0,3.0,1.0,Semi-Furnished,New,Owner,2023-09-15
MB100640,Mumbai,Bandra,4,1054.0,21329927.0,3.0,0.0,Semi-Furnished,Resale,Builder,28/01/2023
MB100367,Kolkata,Howrah,2,1005.0,7625478.0,3.0,3.0,Unfurnished,Resale,Broker,2023-03-10
MB101494,Delhi NCR,Dwarka,2,917.0,15564956.0,3.0,2.0,Furnished,New,Builder,2023-01-16
MB100712,Bangalore,Electronic City,2,,,,,,,,2025-01-04
MB100299,Hyderabad,Madhapur,2,1247.0,12804562.0,2.0,0.0,Semi-Furnished,Resale,Builder,2025-03-02
MB101318,Ahmedabad,Naranpura,3,1145.0,7268407.0,3.0,1.0,Semi-Furnished,Resale,Builder,2023-10-09
MB100048,Pune,Kharadi,1,551.0,4863846.0,1.0,1.0,Unfurnished,New,Broker,2025-07-20
MB100560,Bangalore,HSR Layout,3,858 sqft,8998182.0,,,,Resale,Owner,28/04/2023
MB100259,Mumbai,Andheri,3,,,,,,,,2023-09-01
MB100147,Jaipur,Ajmer Road,3,489.0,3074941.0,3.0,1.0,Furnished,New,Broker,2025-07-07
MB100134,Mumbai,Thane,2,1224.0,16870146.0,2.0,1.0,Semi-Furnished,New,Builder,2023-03-24
MB101274,Lucknow,Jankipuram,5,1640.0,6734491.0,3.0,1.0,Unfurn.,Resale,Owner,2023-01-18
MB101356,Bangalore,Whitefield,3,1721.0,20719758.0,3.0,0.0,Unfurn.,New,Broker,2023-11-09
MB100996,Pune,Baner,3,922.0,8815462.0,3.0,1.0,Semi-Furnished,Resale,Owner,29/09/2024
MB100378,Mumbai,Powai,2,464.0,11090161.0,2.0,2.0,Semi-Furnished,Resale,Broker,2024-11-24
MB100612,Mumbai,Powai,2,607.0,11745362.0,2.0,1.0,Furnished,Resale,Builder,2024-05-10
MB100930,Kolkata,Behala,3,929.0,8119850.0,,,Furnished,Resale,Owner,2024-04-28
MB100193,Delhi NCR,Dwarka,5,2256 sqft,27702631.0,2.0,1.0,Semi-Furnished,Resale,Builder,2023-10-02
MB100407,Jaipur,C-Scheme,3,1597.0,7261526.0,3.0,3.0,Furnished,Resale,Owner,2024-01-15
MB101308,Chennai,Chromepet,2,804 sqft,6386226.0,2.0,1.0,Semi-Furnished,New,Owner,2025-08-04
MB100570,Mumbai,Andheri,3,1346.0,44589013.0,2.0,1.0,Semi-Furnished,New,Broker,2024-01-12
MB100030,Jaipur,C-Scheme,3,588 sqft,3142378.0,3.0,1.0,Semi-Furnished,Resale,Broker,2023-04-17
MB100003,Delhi NCR,Saket,2,1092.0,16773524.0,2.0,1.0,Semi-Furnished,New,Builder,2023-05-07
MB100136,Bangalore,Yelahanka,3,1231.0,11111885.0,3.0,1.0,Unfurn.,New,Builder,2023-05-11
MB100821,Hyderabad,Kukatpally,4,2382.0,21318320.0,3.0,3.0,Semi-Furnished,New,Builder,24/09/2023
MB101306,Bangalore,Electronic City,3,1699.0,18629014.0,3.0,3.0,Semi Furnished,New,Owner,2024-07-28
MB100392,Hyderabad,Gachibowli,3,1133 sqft,6034008.0,3.0,2.0,Furnished,Resale,Builder,17/06/2024
MB100115,Bangalore,Indiranagar,4,2006.0,21580578.0,,,Semi-Furnished,Resale,Builder,04/08/2024
MB100684,Mumbai,Thane,4,1452.0,32137528.0,3.0,3.0,Semi-Furnished,Resale,Builder,2023-12-05
MB101351,Bangalore,Koramangala,1,800.0,9975983.0,1.0,1.0,Furnished,New,Broker,2024-11-14
MB101133,Chennai,OMR,3,810.0,6422258.0,3.0,0.0,Unfurnished,New,Builder,2023-11-22
